Anno,Codice Istat,Comune,Densità
1996,26014,Cavaso del Tomba,131,17
1996,26015,Cessalto,110,64
1996,26016,Chiarano,155,61
1996,26017,Cimadolmo,179,83
1996,26018,Cison di Valmarino,85,08
1996,26019,Codognè,226,12
1996,26020,Colle Umberto,324,12
1996,26021,Conegliano,965,04
1996,26022,Cordignano,229,09
1996,26023,Cornuda,447,58
1996,26024,Crespano del Grappa,223,63
1996,26025,Crocetta del Montello,215,88
1996,26026,Farra di Soligo,269,9
1996,26027,Follina,144,91
1996,26028,Fontanelle,147,85
1996,26029,Fonte,344,63
1996,26030,Fregona,68,12
1996,26031,Gaiarine,217,32
1996,26032,Giavera del Montello,205,93
1996,26033,Godega di Sant'Urbano,242,12
1996,26034,Gorgo al Monticano,143,43
1996,26035,Istrana,281,72
1996,26036,Loria,314,06
1996,26037,Mansuè,151,37
1996,26038,Mareno di Piave,273,27
1996,26039,Maser,186,54
1996,26040,Maserada sul Piave,229,76
1996,26041,Meduna di Livenza,166,16
1996,26042,Miane,106,27
1996,26043,Mogliano Veneto,568,32
1996,26044,Monastier di Treviso,135,63
1996,26045,Monfumo,124,58
1996,26046,Montebelluna,534,83
1996,26047,Morgano,301,7
1996,26048,Moriago della Battaglia,180,34
1996,26049,Motta di Livenza,237,7
1996,26050,Nervesa della Battaglia,183,33
1996,26051,Oderzo,390,93
1996,26052,Ormelle,203,41
1996,26053,Orsago,332,3
1996,26054,Paderno del Grappa,95,79
1996,26055,Paese,446,87
1996,26056,Pederobba,230,29
1996,26057,Pieve di Soligo,516,53
1996,26058,Ponte di Piave,196,59
1996,26059,Ponzano Veneto,382,34
1996,26060,Portobuffolè,138,6
1996,26061,Possagno,156,54
1996,26062,Povegliano,288,8
1996,26063,Preganziol,616,82
1996,26064,Quinto di Treviso,481,71
1996,26065,Refrontolo,132,88
1996,26066,Resana,272,53
1996,26067,Revine Lago,110,29
1996,26068,Riese Pio X,289,33
1996,26069,Roncade,190,63
1996,26070,Salgareda,184,34
1996,26071,San Biagio di Callalta,233,12
1996,26072,San Fior,331,8
1996,26073,San Pietro di Feletto,237,99
1996,26074,San Polo di Piave,202,1
1996,26075,Santa Lucia di Piave,331,49
1996,26076,San Vendemiano,455,79
1996,26077,San Zenone degli Ezzelini,301,05
1996,26078,Sarmede,160,81
1996,26079,Segusino,110,8
1996,26080,Sernaglia della Battaglia,278,67
1996,26081,Silea,470,49
1996,26082,Spresiano,355,64
1996,26083,Susegana,229,13
1996,26084,Tarzo,180,71
1996,26085,Trevignano,325,76
1996,26086,Treviso,1.463,96
1996,26087,Valdobbiadene,175,68
1996,26088,Vazzola,227,93
1996,26089,Vedelago,217,01
1996,26090,Vidor,227,29
1996,26091,Villorba,524,32
1996,26092,Vittorio Veneto,348,75
1996,26093,Volpago del Montello,198,81
1996,26094,Zenson di Piave,167,02
1996,26095,Zero Branco,303,72
1996,27001,Annone Veneto,130,32
1996,27002,Campagna Lupia,70,68
1996,27003,Campolongo Maggiore,381,82
1996,27004,Camponogara,483,34
1996,27005,Caorle,75,28
1996,27006,Cavarzere,115,46
1996,27007,Ceggia,228,05
1996,27008,Chioggia,284,36
1996,27009,Cinto Caomaggiore,145,39
1996,27010,Cona,50,71
1996,27011,Concordia Sagittaria,153,76
1996,27012,Dolo,595,86
1996,27013,Eraclea,129,89
1996,27014,Fiesso d'Artico,914,42
1996,27015,Fossalta di Piave,394,35
1996,27016,Fossalta di Portogruaro,181,02
1996,27017,Fossò,543,52
1996,27018,Gruaro,156,09
1996,27019,Jesolo,236,61
1996,27020,Marcon,453,81
1996,27021,Martellago,935,26
1996,27022,Meolo,212,85
1996,27023,Mira,364,88
1996,27024,Mirano,578,37
1996,27025,Musile di Piave,216,76
1996,27026,Noale,569,11
1996,27027,Noventa di Piave,322,86
1996,27028,Pianiga,445,44
1996,27029,Portogruaro,239,49
1996,27030,Pramaggiore,152,58
1996,27031,Quarto d'Altino,243,79
1996,27032,Salzano,661,41
1996,27033,San Donà di Piave,445,54
1996,27034,San Michele al Tagliamento,106,3
1996,27035,Santa Maria di Sala,437,2
1996,27036,San Stino di Livenza,168,65
1996,27037,Scorzè,490,09
1996,27038,Spinea,1.674,03
1996,27039,Stra,765,49
1996,27040,Teglio Veneto,174,48
1996,27041,Torre di Mosto,105,79
1996,27042,Venezia,648,13
1996,27043,Vigonovo,603,99
1996,27044,Cavallino-Treporti,
1996,28001,Abano Terme,849,05
1996,28002,Agna,168,14
1996,28003,Albignasego,881,37
1996,28004,Anguillara Veneta,230,26
1996,28005,Arquà Petrarca,153,75
1996,28006,Arre,159,71
1996,28007,Arzergrande,308,95
1996,28008,Bagnoli di Sopra,113,57
1996,28009,Baone,128,64
1996,28010,Barbona,90,64
1996,28011,Battaglia Terme,671,97
1996,28012,Boara Pisani,153,64
1996,28013,Borgoricco,305,61
1996,28014,Bovolenta,140,7
1996,28015,Brugine,299,59
1996,28016,Cadoneghe,1.104,9
1996,28017,Campodarsego,423,55
1996,28018,Campodoro,183,87
1996,28019,Camposampiero,470,91
1996,28020,Campo San Martino,394,36
1996,28021,Candiana,108,32
1996,28022,Carceri,153,65
1996,28023,Carmignano di Brenta,473,93
1996,28024,Carrara San Giorgio,
1996,28025,Carrara Santo Stefano,
1996,28026,Cartura,256,11
1996,28027,Casale di Scodosia,232,56
1996,28028,Casalserugo,340,21
1996,28029,Castelbaldo,114,44
1996,28030,Cervarese Santa Croce,266,61
1996,28031,Cinto Euganeo,104,21
1996,28032,Cittadella,503,83
1996,28033,Codevigo,77,63
1996,28034,Conselve,359,98
1996,28035,Correzzola,123,51
1996,28036,Curtarolo,414,06
1996,28037,Este,526,68
1996,28038,Fontaniva,353,98
1996,28039,Galliera Veneta,729,52
1996,28040,Galzignano Terme,232,73
1996,28041,Gazzo,143,24
1996,28042,Grantorto,265,39
1996,28043,Granze,138,29
1996,28044,Legnaro,458,43
1996,28045,Limena,418,95
1996,28046,Loreggia,279,98
1996,28047,Lozzo Atestino,129,66
1996,28048,Maserà di Padova,397,26
1996,28049,Masi,131,38
1996,28050,Massanzago,302,87
1996,28051,Megliadino San Fidenzio,120,46
1996,28052,Megliadino San Vitale,133,88
1996,28053,Merlara,142,13
1996,28054,Mestrino,380,78
1996,28055,Monselice,343,56
1996,28056,Montagnana,211,23
1996,28057,Montegrotto Terme,683,87
1996,28058,Noventa Padovana,1.096,09
1996,28059,Ospedaletto Euganeo,237,27
1996,28060,Padova,2.289,09
1996,28061,Pernumia,284,8
1996,28062,Piacenza d'Adige,78,05
1996,28063,Piazzola sul Brenta,258,72
1996,28064,Piombino Dese,274,81
1996,28065,Piove di Sacco,478,87
1996,28066,Polverara,234,21
1996,28067,Ponso,210,16
1996,28068,Pontelongo,338,3
1996,28069,Ponte San Nicolò,848,59
1996,28070,Pozzonovo,146,12
1996,28071,Rovolon,143,72
1996,28072,Rubano,896,29
1996,28073,Saccolongo,319,31
1996,28074,Saletto,233,46
1996,28075,San Giorgio delle Pertiche,395,69
1996,28076,San Giorgio in Bosco,199
1996,28077,San Martino di Lupari,463,25
1996,28078,San Pietro in Gu,239,33
1996,28079,San Pietro Viminario,180,65
1996,28080,Santa Giustina in Colle,339,3
1996,28081,Santa Margherita d'Adige,170,45
1996,28082,Sant'Angelo di Piove di Sacco,444,6
1996,28083,Sant'Elena,189,15
1996,28084,Sant'Urbano,75,13
1996,28085,Saonara,609,99
1996,28086,Selvazzano Dentro,970,84
1996,28087,Solesino,691,52
1996,28088,Stanghella,232,66
1996,28089,Teolo,262,91
1996,28090,Terrassa Padovana,140,96
1996,28091,Tombolo,611
1996,28092,Torreglia,310,4
1996,28093,Trebaseleghe,332,61
1996,28094,Tribano,202,39
1996,28095,Urbana,130,53
1996,28096,Veggiano,157,02
1996,28097,Vescovana,71,74
1996,28098,Vighizzolo d'Este,57,73
1996,28099,Vigodarzere,543,75
1996,28100,Vigonza,557,59
1996,28101,Villa del Conte,288,11
1996,28102,Villa Estense,146,47
1996,28103,Villafranca Padovana,312,34
1996,28104,Villanova di Camposampiero,383,42
1996,28105,Vo,168,02
1996,28106,Due Carrare,281,15
1996,29001,Adria,183,4
1996,29002,Ariano nel Polesine,62,98
1996,29003,Arquà Polesine,144,86
1996,29004,Badia Polesine,233,21
1996,29005,Bagnolo di Po,66,96
1996,29006,Bergantino,149,39
1996,29007,Bosaro,210,47
1996,29008,Calto,81,33
1996,29009,Canaro,85,45
1996,29010,Canda,69,38
1996,29011,Castelguglielmo,85,48
1996,29012,Castelmassa,377,17
1996,29013,Castelnovo Bariano,83,49
1996,29014,Ceneselli,68,09
1996,29015,Ceregnano,133,98
1996,29016,Contarina,
1996,29017,Corbola,146,17
1996,29018,Costa di Rovigo,187,1
1996,29019,Crespino,67,76
1996,29020,Donada,
1996,29021,Ficarolo,159,81
1996,29022,Fiesso Umbertiano,150,53
1996,29023,Frassinelle Polesine,78,1
1996,29024,Fratta Polesine,136,44
1996,29025,Gaiba,93,47
1996,29026,Gavello,68,29
1996,29027,Giacciano con Baruchella,129,36
1996,29028,Guarda Veneta,67,59
1996,29029,Lendinara,221,66
1996,29030,Loreo,95,18
1996,29031,Lusia,204,62
1996,29032,Melara,113,47
1996,29033,Occhiobello,295,34
1996,29034,Papozze,82,32
1996,29035,Pettorazza Grimani,79,03
1996,29036,Pincara,72,51
1996,29037,Polesella,238,25
1996,29038,Pontecchio Polesine,124,06
1996,29039,Porto Tolle,48,5
1996,29040,Rosolina,80,88
1996,29041,Rovigo,469,57
1996,29042,Salara,90,43
1996,29043,San Bellino,76,37
1996,29044,San Martino di Venezze,125,24
1996,29045,Stienta,123,5
1996,29046,Taglio di Po,106,33
1996,29047,Trecenta,93,21
1996,29048,Villadose,162,12
1996,29049,Villamarzana,86,5
1996,29050,Villanova del Ghebbo,191,16
1996,29051,Villanova Marchesana,59,42
1996,29052,Porto Viro,107,33
1997,23001,Affi,174,62
1997,23002,Albaredo d'Adige,177,31
1997,23003,Angiari,133,14
1997,23004,Arcole,261,67
1997,23005,Badia Calavena,84,58
1997,23006,Bardolino,112,17
1997,23007,Belfiore,98,6
1997,23008,Bevilacqua,137,13
1997,23009,Bonavigo,105,17
1997,23010,Boschi Sant'Anna,147,71
1997,23011,Bosco Chiesanuova,47,69
1997,23012,Bovolone,335,42
1997,23013,Brentino Belluno,49,02
1997,23014,Brenzone,47,89
1997,23015,Bussolengo,647,26
1997,23016,Buttapietra,304,3
1997,23017,Caldiero,510,27
1997,23018,Caprino Veronese,153,65
1997,23019,Casaleone,156,35
1997,23020,Castagnaro,122,16
1997,23021,Castel d'Azzano,1.003,58
1997,23022,Castelnuovo del Garda,237,29
1997,23023,Cavaion Veronese,298,05
1997,23024,Cazzano di Tramigna,106,62
1997,23025,Cerea,212,37
1997,23026,Cerro Veronese,176,5
1997,23027,Cologna Veneta,177,37
1997,23028,Colognola ai Colli,325
1997,23029,Concamarise,131,05
1997,23030,Costermano,159,6
1997,23031,Dolcè,54,2
1997,23032,Erbè,100,63
1997,23033,Erbezzo,23,55
1997,23034,Ferrara di Monte Baldo,7,73
1997,23035,Fumane,107,91
1997,23036,Garda,222,05
1997,23037,Gazzo Veronese,100,32
1997,23038,Grezzana,185,92
1997,23039,Illasi,191,61
1997,23040,Isola della Scala,145,99
1997,23041,Isola Rizza,160,93
1997,23042,Lavagno,390,44
1997,23043,Lazise,87,67
1997,23044,Legnago,318,87
1997,23045,Malcesine,51,41
1997,23046,Marano di Valpolicella,147,26
1997,23047,Mezzane di Sotto,96,73
1997,23048,Minerbe,156,45
1997,23049,Montecchia di Crosara,194,45
1997,23050,Monteforte d'Alpone,342,3
1997,23051,Mozzecane,186
1997,23052,Negrar,388,23
1997,23053,Nogara,197,84
1997,23054,Nogarole Rocca,93,84
1997,23055,Oppeano,141,55
1997,23056,Palù,84,31
1997,23057,Pastrengo,259,82
1997,23058,Pescantina,572,77
1997,23059,Peschiera del Garda,503,63
1997,23060,Povegliano Veronese,329,75
1997,23061,Pressana,139,7
1997,23062,Rivoli Veronese,105,04
1997,23063,Roncà,184,81
1997,23064,Ronco all'Adige,131
1997,23065,Roverchiara,132,59
1997,23066,Roveredo di Guà,129,82
1997,23067,Roverè Veronese,56,56
1997,23068,Salizzole,122,08
1997,23069,San Bonifacio,483
1997,23070,San Giovanni Ilarione,186,84
1997,23071,San Giovanni Lupatoto,1.107,76
1997,23072,Sanguinetto,301,98
1997,23073,San Martino Buon Albergo,372,4
1997,23074,San Mauro di Saline,49,28
1997,23075,San Pietro di Morubio,178,4
1997,23076,San Pietro in Cariano,603,76
1997,23077,Sant'Ambrogio di Valpolicella,388,6
1997,23078,Sant'Anna d'Alfaedo,55,47
1997,23079,San Zeno di Montagna,41,79
1997,23080,Selva di Progno,24,25
1997,23081,Soave,278,34
1997,23082,Sommacampagna,290,81
1997,23083,Sona,333,42
1997,23084,Sorgà,95,24
1997,23085,Terrazzo,118,9
1997,23086,Torri del Benaco,51,82
1997,23087,Tregnago,126,62
1997,23088,Trevenzuolo,86,88
1997,23089,Valeggio sul Mincio,157,58
1997,23090,Velo Veronese,41,53
1997,23091,Verona,1.232,21
1997,23092,Veronella,169,47
1997,23093,Vestenanova,109,24
1997,23094,Vigasio,208,18
1997,23095,Villa Bartolomea,101,32
1997,23096,Villafranca di Verona,489,39
1997,23097,Zevio,203,64
1997,23098,Zimella,208,34
1997,24001,Agugliaro,86,06
1997,24002,Albettone,97,2
1997,24003,Alonte,95,97
1997,24004,Altavilla Vicentina,539,45
1997,24005,Altissimo,138,86
1997,24006,Arcugnano,162,08
1997,24007,Arsiero,79,19
1997,24008,Arzignano,649,33
1997,24009,Asiago,41,03
1997,24010,Asigliano Veneto,101,48
1997,24011,Barbarano Vicentino,182,04
1997,24012,Bassano del Grappa,846,33
1997,24013,Bolzano Vicentino,245,59
1997,24014,Breganze,347,66
1997,24015,Brendola,230,09
1997,24016,Bressanvido,317,17
1997,24017,Brogliano,221,07
1997,24018,Caldogno,618,78
1997,24019,Caltrano,107,94
1997,24020,Calvene,109,1
1997,24021,Camisano Vicentino,263,19
1997,24022,Campiglia dei Berici,160,33
1997,24023,Campolongo sul Brenta,84,47
1997,24024,Carrè,349,83
1997,24025,Cartigliano,458,93
1997,24026,Cassola,927,75
1997,24027,Castegnero,191,66
1997,24028,Castelgomberto,299,07
1997,24029,Chiampo,523,71
1997,24030,Chiuppano,527,14
1997,24031,Cismon del Grappa,30,6
1997,24032,Cogollo del Cengio,89,54
1997,24033,Conco,84,08
1997,24034,Cornedo Vicentino,427,59
1997,24035,Costabissara,412,49
1997,24036,Creazzo,964,41
1997,24037,Crespadoro,45,93
1997,24038,Dueville,626,6
1997,24039,Enego,39,62
1997,24040,Fara Vicentino,246,68
1997,24041,Foza,22,18
1997,24042,Gallio,48,86
1997,24043,Gambellara,246,7
1997,24044,Gambugliano,96,73
1997,24045,Grancona,135,91
1997,24046,Grisignano di Zocco,244,32
1997,24047,Grumolo delle Abbadesse,214,74
1997,24048,Isola Vicentina,282,04
1997,24049,Laghi,6,66
1997,24050,Lastebasse,13,3
1997,24051,Longare,229,47
1997,24052,Lonigo,270,24
1997,24053,Lugo di Vicenza,252,53
1997,24054,Lusiana,84,11
1997,24055,Malo,386,74
1997,24056,Marano Vicentino,667,8
1997,24057,Marostica,347,32
1997,24058,Mason Vicentino,253,76
1997,24059,Molvena,319,27
1997,24060,Montebello Vicentino,262,66
1997,24061,Montecchio Maggiore,665,87
1997,24062,Montecchio Precalcino,313,4
1997,24063,Monte di Malo,112,37
1997,24064,Montegalda,169,17
1997,24065,Montegaldella,122,58
1997,24066,Monteviale,237,14
1997,24067,Monticello Conte Otto,845,93
1997,24068,Montorso Vicentino,307,8
1997,24069,Mossano,121,75
1997,24070,Mussolente,417,58
1997,24071,Nanto,152,31
1997,24072,Nogarole Vicentino,103,88
1997,24073,Nove,594,67
1997,24074,Noventa Vicentina,349,8
1997,24075,Orgiano,170,02
1997,24076,Pedemonte,63,55
1997,24077,Pianezze,362,17
1997,24078,Piovene Rocchette,571,25
1997,24079,Poiana Maggiore,148,79
1997,24080,Posina,16,47
1997,24081,Pove del Grappa,280,08
1997,24082,Pozzoleone,218,95
1997,24083,Quinto Vicentino,256,59
1997,24084,Recoaro Terme,125,39
1997,24085,Roana,47,88
1997,24086,Romano d'Ezzelino,624,61
1997,24087,Rosà,501,23
1997,24088,Rossano Veneto,613,51
1997,24089,Rotzo,20,63
1997,24090,Salcedo,168,95
1997,24091,Sandrigo,273,38
1997,24092,San Germano dei Berici,66,56
1997,24093,San Nazario,76,74
1997,24094,San Pietro Mussolino,360,83
1997,24095,Santorso,387,92
1997,24096,San Vito di Leguzzano,525,41
1997,24097,Sarcedo,360,83
1997,24098,Sarego,218,37
1997,24099,Schiavon,190,89
1997,24100,Schio,558,77
1997,24101,Solagna,108,3
1997,24102,Sossano,190,55
1997,24103,Sovizzo,348,25
1997,24104,Tezze sul Brenta,569,3
1997,24105,Thiene,1.051,75
1997,24106,Tonezza del Cimone,44,81
1997,24107,Torrebelvicino,251,42
1997,24108,Torri di Quartesolo,550,8
1997,24110,Trissino,346,97
1997,24111,Valdagno,540,62
1997,24112,Valdastico,63,41
1997,24113,Valli del Pasubio,72,26
1997,24114,Valstagna,72,57
1997,24115,Velo d'Astico,104,36
1997,24116,Vicenza,1.354,05
1997,24117,Villaga,79,09
1997,24118,Villaverla,323,57
1997,24119,Zanè,733,59
1997,24120,Zermeghedo,382,43
1997,24121,Zovencedo,90,31
1997,24122,Zugliano,425,62
1997,25001,Agordo,185,09
1997,25002,Alano di Piave,74,46
1997,25003,Alleghe,49,06
1997,25004,Arsiè,43,87
1997,25005,Auronzo di Cadore,16,92
1997,25006,Belluno,239,37
1997,25007,Borca di Cadore,28,89
1997,25008,Calalzo di Cadore,58,25
1997,25009,Castellavazzo,95,27
1997,25010,Cencenighe Agordino,83,39
1997,25011,Cesiomaggiore,48,88
1997,25012,Chies d'Alpago,35,03
1997,25013,Cibiana di Cadore,27,02
1997,25014,Colle Santa Lucia,28,23
1997,25015,Comelico Superiore,27,76
1997,25016,Cortina d'Ampezzo,26,03
1997,25017,Danta di Cadore,71,23
1997,25018,Domegge di Cadore,54,17
1997,25019,Falcade,42,2
1997,25020,Farra d'Alpago,64,72
1997,25021,Feltre,193,55
1997,25022,Fonzaso,123,72
1997,25023,Canale d'Agordo,28,02
1997,25024,Forno di Zoldo,37,01
1997,25025,Gosaldo,19,53
1997,25026,Lamon,67,45
1997,25027,La Valle Agordina,25,3
1997,25028,Lentiai,76,08
1997,25029,Limana,111,13
1997,25030,Livinallongo del Col di Lana,14,38
1997,25031,Longarone,40,65
1997,25032,Lorenzago di Cadore,23,41
1997,25033,Lozzo di Cadore,53,13
1997,25034,Mel,73,94
1997,25035,Ospitale di Cadore,9,54
1997,25036,Pedavena,171,23
1997,25037,Perarolo di Cadore,9,1
1997,25038,Pieve d'Alpago,79,83
1997,25039,Pieve di Cadore,60,38
1997,25040,Ponte nelle Alpi,135,25
1997,25041,Puos d'Alpago,164,88
1997,25042,Quero,76,15
1997,25043,Rivamonte Agordino,29,97
1997,25044,Rocca Pietore,19,99
1997,25045,San Gregorio nelle Alpi,78,05
1997,25046,San Nicolò di Comelico,17,5
1997,25047,San Pietro di Cadore,37,03
1997,25048,Santa Giustina,176,72
1997,25049,San Tomaso Agordino,44,91
1997,25050,Santo Stefano di Cadore,29,48
1997,25051,San Vito di Cadore,27,02
1997,25052,Sappada,22,49
1997,25053,Sedico,91,55
1997,25054,Selva di Cadore,17,32
1997,25055,Seren del Grappa,40,73
1997,25056,Sospirolo,50,71
1997,25057,Soverzene,28,38
1997,25058,Sovramonte,34,12
1997,25059,Taibon Agordino,19,11
1997,25060,Tambre,35,15
1997,25061,Trichiana,100,39
1997,25062,Vallada Agordina,43,47
1997,25063,Valle di Cadore,51,02
1997,25064,Vas,47,47
1997,25065,Vigo di Cadore,24,05
1997,25066,Vodo Cadore,19,96
1997,25067,Voltago Agordino,43,6
1997,25068,Zoldo Alto,20,06
1997,25069,Zoppè di Cadore,69,48
1997,26001,Altivole,265,38
1997,26002,Arcade,390,96
1997,26003,Asolo,282,6
1997,26004,Borso del Grappa,134,94
1997,26005,Breda di Piave,233,98
1997,26006,Caerano di San Marco,575,43
1997,26007,Cappella Maggiore,387,51
1997,26008,Carbonera,475,43
1997,26009,Casale sul Sile,309,42
1997,26010,Casier,557,95
1997,26011,Castelcucco,202,28
1997,26012,Castelfranco Veneto,600,08
1997,26013,Castello di Godego,348,94
1997,26014,Cavaso del Tomba,132,65
1997,26015,Cessalto,110,15
1997,26016,Chiarano,153,56
1997,26017,Cimadolmo,179,89
1997,26018,Cison di Valmarino,85,5
1997,26019,Codognè,226,4
1997,26020,Colle Umberto,323,97
1997,26021,Conegliano,963,97
1997,26022,Cordignano,229,89
1997,26023,Cornuda,449,11
1997,26024,Crespano del Grappa,228,05
1997,26025,Crocetta del Montello,217,13
1997,26026,Farra di Soligo,271,32
1997,26027,Follina,146,44
1997,26028,Fontanelle,148,86
1997,26029,Fonte,352,49
1997,26030,Fregona,68,47
1997,26031,Gaiarine,216,69
1997,26032,Giavera del Montello,207,53
1997,26033,Godega di Sant'Urbano,244,22
1997,26034,Gorgo al Monticano,143,76
1997,26035,Istrana,286,09
1997,26036,Loria,316,61
1997,26037,Mansuè,151,08
1997,26038,Mareno di Piave,275,21
1997,26039,Maser,186,31
1997,26040,Maserada sul Piave,230,63
1997,26041,Meduna di Livenza,166,82
1997,26042,Miane,107,24
1997,26043,Mogliano Veneto,570,9
1997,26044,Monastier di Treviso,137,48
1997,26045,Monfumo,126,53
1997,26046,Montebelluna,540,53
1997,26047,Morgano,309,96
1997,26048,Moriago della Battaglia,183,79
1997,26049,Motta di Livenza,241,26
1997,26050,Nervesa della Battaglia,184,32
1997,26051,Oderzo,392,3
1997,26052,Ormelle,205,33
1997,26053,Orsago,330,9
1997,26054,Paderno del Grappa,97,84
1997,26055,Paese,452,32
1997,26056,Pederobba,233,02
1997,26057,Pieve di Soligo,522,21
1997,26058,Ponte di Piave,197,35
1997,26059,Ponzano Veneto,396,93
1997,26060,Portobuffolè,137,4
1997,26061,Possagno,157,86
1997,26062,Povegliano,294,21
1997,26063,Preganziol,619,66
1997,26064,Quinto di Treviso,482,29
1997,26065,Refrontolo,135,93
1997,26066,Resana,276,05
1997,26067,Revine Lago,110,61
1997,26068,Riese Pio X,294,8
1997,26069,Roncade,190,61
1997,26070,Salgareda,189,6
1997,26071,San Biagio di Callalta,234,01
1997,26072,San Fior,335,51
1997,26073,San Pietro di Feletto,240,21
1997,26074,San Polo di Piave,207,12
1997,26075,Santa Lucia di Piave,334
1997,26076,San Vendemiano,459,71
1997,26077,San Zenone degli Ezzelini,308,06
1997,26078,Sarmede,161,04
1997,26079,Segusino,110,47
1997,26080,Sernaglia della Battaglia,278,27
1997,26081,Silea,472,47
1997,26082,Spresiano,357,67
1997,26083,Susegana,230,29
1997,26084,Tarzo,181,64
1997,26085,Trevignano,330,17
1997,26086,Treviso,1.465,37
1997,26087,Valdobbiadene,175,8
1997,26088,Vazzola,230,43
1997,26089,Vedelago,219,17
1997,26090,Vidor,231,14
1997,26091,Villorba,530,83
1997,26092,Vittorio Veneto,349,53
1997,26093,Volpago del Montello,200,07
1997,26094,Zenson di Piave,167,43
1997,26095,Zero Branco,303,49
1997,27001,Annone Veneto,131,25
1997,27002,Campagna Lupia,71,15
1997,27003,Campolongo Maggiore,381,82
1997,27004,Camponogara,489,89
1997,27005,Caorle,75,12
1997,27006,Cavarzere,114,38
1997,27007,Ceggia,226,68
1997,27008,Chioggia,283,32
1997,27009,Cinto Caomaggiore,145,72
1997,27010,Cona,50,86
1997,27011,Concordia Sagittaria,153,89
1997,27012,Dolo,598,96
1997,27013,Eraclea,130,85
1997,27014,Fiesso d'Artico,913,63
1997,27015,Fossalta di Piave,395,68
1997,27016,Fossalta di Portogruaro,181,59
1997,27017,Fossò,558,16
1997,27018,Gruaro,154,76
1997,27019,Jesolo,237,78
1997,27020,Marcon,462,26
1997,27021,Martellago,937,95
1997,27022,Meolo,216,1
